uid,dob,gender,province,country
121610,2007-12-24,2,7,vn
125174,1988-11-07,1,60,vn
111448,1951-04-14,1,53,vn
109242,1972-04-11,2,8,vn
118658,1967-03-24,2,14,vn
129152,1997-03-28,1,42,vn
115118,1955-06-13,1,43,vn
107698,1977-12-26,2,8,vn
103469,1952-04-09,2,15,vn
124633,1957-11-15,1,57,vn
121299,1983-01-23,1,28,vn
125377,2006-12-01,2,6,vn
105422,1989-01-07,1,36,vn
123484,2001-08-05,1,3,vn
103836,1960-08-27,1,60,vn
105495,1955-01-27,1,31,vn
116092,2007-12-30,1,10,vn
126453,2008-11-22,2,28,vn
109933,1961-10-10,2,13,vn
117753,1978-05-03,1,28,vn
118629,1952-07-03,1,53,vn
110157,2000-08-21,2,13,vn
121667,2001-09-02,1,36,vn
105050,1983-07-01,2,37,vn
117265,1988-06-05,2,32,vn
105193,1971-02-28,1,53,vn
121825,1952-11-06,2,50,vn
117992,1968-04-15,2,15,vn
103260,2004-08-31,2,25,vn
101951,1993-07-09,1,22,vn
123696,1951-07-18,2,38,vn
110735,1951-06-19,1,60,vn
118343,1974-07-07,1,59,vn
123677,1999-11-26,1,22,vn
103649,1960-03-01,1,16,vn
104313,1978-12-01,1,52,vn
101083,1952-11-16,1,58,vn
101299,1959-05-07,2,21,vn
113596,1967-03-12,1,9,vn
116036,2004-05-04,1,29,vn
113400,1980-07-17,1,15,vn
127382,1964-11-20,1,57,vn
109603,1999-06-04,1,19,vn
103187,1992-11-17,1,60,vn
119311,1950-01-26,2,19,vn
115233,2007-05-19,1,20,vn
122662,1950-03-22,1,9,vn
105044,1963-05-05,1,44,vn
116687,1960-02-21,1,53,vn
115034,1952-08-23,1,43,vn
107091,2009-05-13,1,36,vn
100726,1963-04-20,2,42,vn
120065,1958-09-26,2,22,vn
127619,2000-07-14,1,51,vn
127872,1963-04-10,2,54,vn
103035,1988-11-20,2,17,vn
123905,2007-07-05,2,11,vn
108237,1985-07-23,1,1,vn
112511,1998-07-29,1,53,vn
104694,1990-06-30,2,22,vn
121823,2003-02-01,1,46,vn
102963,2008-11-23,1,11,vn
123599,2010-05-08,1,21,vn
114888,1975-10-03,2,56,vn
110114,1976-11-21,2,51,vn
111998,1985-09-11,2,1,vn
105061,1975-05-21,1,23,vn
102785,1963-07-08,2,58,vn
120723,1987-12-12,1,48,vn
113296,1999-07-04,1,45,vn
101004,1972-07-25,1,3,vn
122647,2009-07-25,1,15,vn
123729,1976-07-04,2,23,vn
113824,1993-03-22,1,14,vn
129120,1991-01-25,1,51,vn
115035,1993-08-05,2,31,vn
124921,1955-07-03,1,19,vn
114841,1960-10-13,2,32,vn
107043,2005-05-17,1,55,vn
108900,1971-02-05,1,25,vn
104954,1968-01-27,1,42,vn
104513,1990-06-23,1,46,vn
118308,1983-12-14,2,17,vn
105200,2000-05-25,1,4,vn
103020,1962-04-22,1,4,vn
123827,2009-10-18,1,29,vn
120076,1984-10-09,2,14,vn
121938,1971-03-03,2,27,vn
103609,1997-05-31,2,25,vn
125477,1968-04-07,1,36,vn
120377,2000-03-14,2,23,vn
107336,2009-11-01,1,13,vn
123965,1995-04-17,2,17,vn
108821,2010-09-05,1,8,vn
105802,1983-02-03,1,4,vn
127560,1994-10-02,1,44,vn
112813,1986-04-17,1,63,vn
128218,1957-01-03,1,51,vn
126523,1962-03-07,2,51,vn
116572,1998-02-19,2,12,vn
116459,1959-06-12,1,40,vn
129221,1970-10-29,2,55,vn
121830,1981-03-28,2,24,vn
109150,2005-10-31,2,58,vn
118390,2006-07-24,2,21,vn
125879,1969-08-20,2,58,vn
101671,1955-04-12,1,24,vn
114203,1976-09-19,1,41,vn
121307,1953-04-19,1,55,vn
119622,1999-03-22,2,56,vn
111349,1969-05-30,1,39,vn
116374,1964-05-17,2,42,vn
117625,1976-06-23,2,6,vn
126803,1967-04-17,2,16,vn
109781,1993-01-21,1,21,vn
104278,1965-06-22,2,20,vn
110208,1958-03-19,1,24,vn
107255,1991-05-28,1,2,vn
117222,2008-12-07,1,34,vn
109971,2009-04-27,1,51,vn
111141,1985-11-26,1,2,vn
110718,1966-01-01,1,45,vn
126868,2003-11-22,2,23,vn
103254,1951-06-30,1,37,vn
112540,2002-10-09,1,28,vn
120662,1987-07-24,2,44,vn
104866,1971-02-11,1,36,vn
128799,1960-11-01,2,7,vn
120004,2004-07-04,2,43,vn
121868,1981-12-19,2,5,vn
124593,2009-10-15,2,57,vn
129325,1954-12-08,1,3,vn
112293,1951-09-22,2,50,vn
101271,1966-11-17,1,59,vn
116924,1966-12-23,2,47,vn
110940,2002-03-17,2,36,vn
105850,1977-06-13,2,29,vn
101876,1969-02-24,1,13,vn
103855,1986-07-26,1,46,vn
121646,1957-06-05,1,33,vn
129403,1997-04-04,1,19,vn
124189,1981-02-17,1,38,vn
104716,1950-01-20,2,44,vn
122159,1956-05-23,2,14,vn
100529,2003-03-26,2,21,vn
109511,1987-07-16,1,38,vn
114186,1962-10-17,2,18,vn
127752,1951-07-14,2,43,vn
125994,2005-01-13,2,46,vn
128846,1962-04-13,2,62,vn
106345,1969-01-14,1,42,vn
123042,1975-07-12,1,13,vn
124251,1963-09-13,1,16,vn
117605,1981-07-15,1,24,vn
129055,1976-07-16,2,6,vn
122784,2009-09-12,1,20,vn
113524,2008-11-07,1,18,vn
126503,2002-01-24,2,38,vn
108748,1977-01-25,2,28,vn
110295,2009-04-22,1,31,vn
104021,1990-07-15,1,44,vn
124871,1972-09-23,1,47,vn
111357,1961-01-03,1,46,vn
113510,1957-02-22,2,24,vn
102121,1975-07-06,1,22,vn
110623,1980-01-26,2,10,vn
108852,1961-01-30,2,7,vn
123131,1965-01-12,2,2,vn
125831,1983-08-26,2,60,vn
113465,1994-08-12,1,3,vn
123053,2002-03-12,2,40,vn
128689,1999-11-12,1,11,vn
124494,1997-03-18,2,30,vn
123996,2000-04-25,2,31,vn
114477,1997-03-16,1,25,vn
116158,1981-09-27,1,28,vn
117705,1998-10-06,2,36,vn
128603,2006-08-08,1,62,vn
108703,1954-08-29,2,55,vn
107525,1951-07-07,1,12,vn
118597,1990-08-21,2,8,vn
121818,2007-07-22,1,31,vn
102113,2007-04-29,1,37,vn
119149,1962-05-13,1,19,vn
128253,1955-03-13,2,18,vn
125384,1968-05-02,1,56,vn
106832,1970-03-29,2,34,vn
116570,1958-05-25,1,34,vn
114707,1959-10-02,1,44,vn
115445,1960-02-18,1,45,vn
126896,1981-09-13,1,51,vn
103213,1978-08-12,1,34,vn
122556,1984-01-20,2,60,vn
106831,1988-09-30,2,29,vn
123119,1982-10-11,2,63,vn
103579,2006-03-27,1,24,vn
117055,1988-12-11,2,14,vn
106727,1968-03-29,1,39,vn
120278,1997-02-11,1,8,vn
112815,2009-02-18,1,62,vn
108289,1963-03-04,2,48,vn
119716,1962-12-30,1,11,vn
102604,1968-04-27,1,1,vn
125902,1985-09-05,2,40,vn
114748,1991-06-28,2,60,vn
101533,1974-06-15,1,27,vn
127951,1958-10-12,2,26,vn
125663,2001-11-18,1,22,vn
109872,1996-06-20,1,2,vn
105344,2008-09-30,2,38,vn
107156,2008-11-17,2,18,vn
121561,2006-10-25,2,62,vn
106725,2001-07-29,1,53,vn
112307,1990-11-23,1,44,vn
106186,1981-04-05,1,11,vn
107524,2001-10-11,2,59,vn
112742,1959-04-27,2,48,vn
122287,1962-10-15,1,37,vn
127667,1980-03-09,1,10,vn
115793,2009-09-15,2,19,vn
105539,1958-12-22,1,53,vn
129561,1990-09-05,2,61,vn
123706,1965-09-14,2,52,vn
112664,1990-04-02,1,49,vn
124960,1991-03-11,2,5,vn
100336,1956-04-11,2,27,vn
120342,2008-12-04,2,51,vn
128132,1950-09-17,2,35,vn
129295,1959-01-03,1,20,vn
121905,1960-11-23,1,15,vn
104879,1977-04-04,2,43,vn
116165,2010-07-25,1,41,vn
105395,1988-07-10,1,25,vn
112187,1992-11-02,2,44,vn
116995,1992-05-20,1,24,vn
117736,1971-11-05,2,20,vn
115693,2010-05-16,2,34,vn
103184,1985-10-31,1,63,vn
128148,1993-03-25,2,24,vn
124713,1960-05-26,2,9,vn
106907,1988-06-22,1,13,vn
108829,1980-01-23,1,57,vn
109308,1970-04-11,1,48,vn
126928,2009-12-14,1,8,vn
118291,1990-12-03,1,12,vn
103556,1971-07-23,1,41,vn
111688,1986-09-21,2,35,vn
127450,1987-12-25,1,29,vn
112886,1956-04-28,1,53,vn
126812,1988-08-10,1,55,vn
118542,1985-03-22,1,28,vn
117445,2000-11-01,1,16,vn
127048,1953-11-10,1,30,vn
128884,1950-11-03,2,14,vn
102909,2005-09-14,2,60,vn
124825,2002-01-17,2,28,vn
106031,1969-11-24,2,20,vn
115654,2009-12-14,2,42,vn
117594,2008-08-15,1,5,vn
124510,1970-10-19,1,28,vn
123750,1978-02-01,1,32,vn
120577,1995-08-22,1,24,vn
118133,1956-09-29,2,45,vn
106195,1996-03-21,2,12,vn
101191,2001-10-28,2,50,vn
114137,1955-03-20,2,10,vn
117562,1977-02-05,1,52,vn
104857,1974-03-24,2,33,vn
109427,1968-06-29,2,30,vn
108944,1993-07-15,2,57,vn
124863,1959-06-26,2,63,vn
113134,1990-05-08,2,38,vn
128210,1988-04-25,1,41,vn
126563,1983-02-07,2,37,vn
108870,1956-03-12,2,26,vn
118188,1995-12-15,2,23,vn
104438,1981-06-01,2,37,vn
103066,2004-11-15,2,60,vn
127211,1999-11-17,1,1,vn
110660,1997-12-17,1,46,vn
105851,2008-09-30,2,47,vn
108889,1983-09-20,2,48,vn
124824,1988-07-12,2,12,vn
113246,1960-01-14,2,60,vn
116279,2009-08-06,1,60,vn
109183,1980-10-24,2,61,vn
123368,2006-06-18,2,56,vn
108056,1996-05-04,1,19,vn
118025,1961-07-11,2,3,vn
105844,1987-03-03,2,52,vn
112300,1972-09-02,1,61,vn
119654,1991-01-22,2,36,vn
126578,1995-10-28,1,3,vn
100915,1957-07-08,1,10,vn
101712,1965-11-01,2,58,vn
125026,1998-03-10,1,8,vn
107695,1987-05-24,2,25,vn
122473,1985-11-23,2,50,vn
113919,2001-09-09,1,40,vn
128885,1956-08-12,1,33,vn
119705,1975-12-17,1,59,vn
115983,1983-07-25,1,9,vn
106342,1984-05-07,2,22,vn
114970,1984-10-26,1,42,vn
123545,1970-04-21,2,51,vn
123418,2001-05-21,1,16,vn
121878,1983-09-19,2,16,vn
102934,1966-11-22,1,31,vn
116033,1963-02-26,1,8,vn
129075,1973-04-21,1,58,vn
125436,2004-09-03,2,39,vn
114184,1971-07-26,1,21,vn
108635,1960-11-14,2,23,vn
128936,1954-06-14,2,40,vn
105861,2000-08-13,2,10,vn
112893,1989-04-18,2,39,vn
128261,1997-05-20,1,56,vn
116502,2007-01-01,1,25,vn
116886,1988-08-12,2,14,vn
110584,1978-08-27,1,32,vn
128359,1987-09-17,2,22,vn
120033,1980-09-25,1,46,vn
108390,1967-03-30,1,58,vn
100960,1989-06-18,1,8,vn
123912,2000-01-23,1,60,vn
108665,1964-09-14,2,61,vn
117488,1970-12-06,2,39,vn
118418,1997-03-18,2,47,vn
125717,1951-09-29,2,26,vn
105265,1968-03-29,2,25,vn
123137,1995-09-13,2,35,vn
116093,1989-12-26,2,61,vn
100969,1961-07-13,2,41,vn
102683,1955-12-31,1,52,vn
117888,1988-12-13,1,62,vn
127983,1981-02-05,1,17,vn
112656,1963-10-07,2,11,vn
122126,2007-06-26,1,1,vn
118800,1960-07-25,1,10,vn
102896,1959-07-14,1,45,vn
115398,1997-08-14,1,54,vn
122838,1964-04-23,2,44,vn
111371,1964-06-05,2,28,vn
102325,1955-02-24,1,3,vn
124344,2010-01-31,2,10,vn
111897,1994-06-22,2,57,vn
100224,1994-12-18,1,57,vn
119422,1965-11-29,1,49,vn
113914,1956-04-11,1,16,vn
110204,2008-07-03,1,58,vn
114743,1971-05-23,2,20,vn
115948,1993-01-11,2,31,vn
110493,1981-05-28,2,26,vn
124437,1966-05-12,1,23,vn
102702,2010-04-25,1,2,vn
110604,1984-06-04,1,17,vn
104434,2009-07-23,1,8,vn
106046,1960-02-15,2,12,vn
119354,2010-03-03,1,26,vn
118473,2007-08-20,1,25,vn
123733,1997-03-25,2,10,vn
110548,2008-11-12,2,33,vn
124788,1975-05-24,2,13,vn
119814,1993-07-25,1,9,vn
122468,1960-03-13,2,48,vn
105593,1966-01-04,2,26,vn
128225,1988-04-18,2,26,vn
109193,1985-04-12,1,36,vn
127616,1954-11-03,1,16,vn
128641,1988-11-22,2,21,vn
114355,1958-12-14,1,17,vn
106661,1976-08-20,2,56,vn
112185,1951-10-14,2,36,vn
120156,1984-09-09,2,23,vn
119990,1951-05-01,2,2,vn
126020,1993-09-10,2,19,vn
115989,1989-03-24,2,20,vn
110488,2007-12-08,2,18,vn
109473,1975-04-28,2,46,vn
101980,1969-11-15,2,45,vn
100255,1959-08-20,1,33,vn
103003,1975-02-27,2,24,vn
121262,2000-05-11,1,4,vn
110269,1995-09-08,1,26,vn
105242,1978-11-26,1,60,vn
110093,1988-01-02,2,12,vn
117387,2004-09-27,2,26,vn
109142,1997-07-05,2,42,vn
123273,1957-08-05,2,12,vn
104009,1963-02-15,2,18,vn
109526,1986-08-28,1,25,vn
108432,1973-09-20,1,19,vn
103757,1968-11-21,1,8,vn
106667,1996-11-30,2,29,vn
110946,2000-01-15,1,2,vn
106425,1951-07-04,2,20,vn
128028,2008-01-28,1,28,vn
101556,1989-08-23,1,40,vn
105891,2005-09-15,2,18,vn
127160,1962-05-09,1,16,vn
113383,1987-07-24,1,57,vn
107723,1978-09-19,2,57,vn
119402,1999-08-25,1,35,vn
112168,1971-08-06,1,47,vn
105369,1959-07-09,1,22,vn
108883,1965-04-20,2,13,vn
127307,1968-02-17,1,6,vn
108988,1999-09-12,1,17,vn
108864,1990-02-23,1,49,vn
101405,2008-08-16,2,27,vn
112531,2009-08-29,2,39,vn
120107,1979-01-29,1,9,vn
114218,2005-09-05,1,44,vn
108693,1979-08-13,2,53,vn
116646,2007-10-31,2,30,vn
109182,1994-02-14,1,36,vn
120734,1974-01-07,2,2,vn
129434,1958-12-30,2,3,vn
102652,1980-05-26,1,55,vn
100276,1995-03-25,1,54,vn
108706,1951-06-23,2,55,vn
100135,1954-07-27,1,56,vn
127338,1986-12-24,2,30,vn
119313,1980-02-29,2,25,vn
108441,1972-01-19,1,8,vn
120751,1971-07-20,1,40,vn
109714,1979-02-17,2,1,vn
107530,1985-08-26,2,30,vn
127321,1957-06-17,2,36,vn
112182,2006-10-07,1,57,vn
107229,1953-12-03,1,55,vn
103464,1988-07-01,2,5,vn
102397,1962-05-17,1,30,vn
121464,1991-06-14,1,55,vn
124804,1950-05-30,2,53,vn
106689,2009-09-27,1,27,vn
109654,1975-01-16,1,41,vn
118766,1954-07-29,2,31,vn
100953,1961-01-03,2,35,vn
123069,1990-08-02,1,9,vn
118783,1995-04-09,1,11,vn
121260,1988-11-09,2,53,vn
121660,1998-12-29,2,14,vn
123514,1995-08-15,2,50,vn
119768,1998-03-25,1,12,vn
121981,1996-07-28,1,15,vn
124111,1967-03-21,1,5,vn
110635,1964-08-07,2,63,vn
129771,1997-10-26,1,1,vn
106462,1997-01-14,1,22,vn
105454,1963-09-13,2,62,vn
108218,1958-10-03,1,1,vn
116056,1952-02-01,1,63,vn
100705,2007-05-21,2,23,vn
123234,1962-04-09,2,3,vn
103816,1950-08-23,2,15,vn
124981,1992-11-04,2,44,vn
110995,1993-11-01,1,60,vn
116219,1971-03-17,1,45,vn
127132,1991-06-21,2,44,vn
123628,1969-12-23,1,36,vn
113592,1950-06-18,2,3,vn
128640,1965-11-23,2,30,vn
101624,2001-10-03,1,3,vn
107608,1973-12-04,2,44,vn
108397,1990-11-17,1,31,vn
121961,1970-11-30,1,59,vn
110704,1986-12-03,1,52,vn
120542,1993-07-27,1,48,vn
124551,2000-01-06,1,32,vn
129968,1989-01-04,2,16,vn
114821,1977-03-15,1,42,vn
109726,2010-07-31,1,21,vn
105738,2002-02-14,2,9,vn
107181,1952-03-02,1,11,vn
117440,1964-07-25,1,37,vn
103791,1971-06-28,1,16,vn
102627,1997-09-13,1,4,vn
108585,1966-08-09,2,50,vn
120024,1959-04-19,1,37,vn
106373,1956-11-01,1,24,vn
127097,1956-09-20,1,41,vn
127159,1972-09-22,1,18,vn
106696,1953-12-02,2,41,vn
120490,1990-08-16,1,16,vn
123405,2001-05-04,2,54,vn
104048,1995-05-07,1,41,vn
107980,1997-08-06,1,52,vn
128050,1997-03-24,1,40,vn
102816,1964-08-21,1,45,vn
126509,1977-06-09,1,18,vn
122524,1952-03-22,2,7,vn
109103,1962-12-06,2,55,vn
128775,1998-12-12,2,28,vn
118280,2008-01-27,1,40,vn
117353,1966-10-11,1,52,vn
105380,1955-07-05,2,18,vn
111113,1966-05-20,2,48,vn
111228,1951-05-02,1,54,vn
120638,1955-06-12,1,26,vn
120546,1998-07-19,2,35,vn
111936,2008-04-02,2,56,vn
120427,1964-12-28,1,27,vn
100609,2000-03-11,2,44,vn
128376,1985-10-18,1,13,vn
105020,1984-07-14,2,20,vn
103866,2010-11-05,2,39,vn
127992,1992-07-11,1,63,vn
116741,1969-07-29,1,35,vn
101992,2001-05-01,2,16,vn
128776,1994-05-15,2,9,vn
120594,1999-06-10,1,3,vn
127467,1968-07-09,1,7,vn
101060,1974-03-25,2,41,vn
120862,2003-10-28,1,53,vn
116063,1960-08-02,2,37,vn
120921,1965-05-19,1,63,vn
127568,2002-12-04,2,3,vn
107823,2007-10-06,1,54,vn
125854,1984-02-14,1,8,vn
129702,1966-06-05,1,32,vn
100440,1990-02-25,2,59,vn
108715,1999-06-30,1,7,vn
122231,1983-03-15,1,3,vn
121699,2005-06-17,2,51,vn
113672,1963-01-22,1,17,vn
113800,2005-11-03,1,60,vn
125859,1997-05-27,2,28,vn
104609,1979-11-08,1,13,vn
128686,1976-07-14,1,2,vn
129029,2006-09-16,2,15,vn
129567,1950-01-19,2,8,vn
122969,1999-04-21,2,9,vn
122374,2009-03-06,2,40,vn
127304,1969-07-14,1,55,vn
110627,1960-12-07,2,50,vn
102194,1994-09-24,1,31,vn
108981,1981-10-10,1,13,vn
125597,1989-07-14,1,31,vn
104963,2005-09-11,2,12,vn
112879,2004-02-04,1,2,vn
128766,1963-07-17,1,15,vn
122898,1968-12-14,2,56,vn
116527,1960-11-24,2,54,vn
122538,1956-02-29,2,58,vn
116255,1985-06-15,2,42,vn
114657,1986-10-08,1,9,vn
128001,1971-02-23,1,62,vn
117848,1982-09-27,1,16,vn
105270,1957-11-30,1,44,vn
105054,1980-03-17,1,31,vn
115131,1951-03-22,1,27,vn
112587,2010-12-17,2,7,vn
106024,1982-04-07,1,34,vn
120413,1989-07-07,1,42,vn
129146,1959-12-10,2,57,vn
112270,2008-11-29,2,17,vn
105152,2007-02-01,2,37,vn
105991,1999-08-11,1,43,vn
118837,1959-03-04,1,5,vn
122306,1990-07-24,1,43,vn
110602,1990-11-22,2,37,vn
109892,1968-07-12,2,59,vn
116641,1968-08-19,2,33,vn
117402,2007-04-27,2,19,vn
116837,1958-10-06,1,60,vn
103317,1977-03-15,1,20,vn
125040,2006-06-28,1,20,vn
112192,1974-09-15,2,30,vn
124785,1971-03-19,2,22,vn
120660,1973-12-14,1,17,vn
113845,1957-07-16,2,25,vn
123415,1970-05-18,1,18,vn
126185,1971-01-22,1,57,vn
116504,1963-07-09,1,1,vn
125748,1978-07-05,1,45,vn
115198,1950-07-28,2,15,vn
105364,1981-09-29,1,33,vn
108979,1961-03-05,1,53,vn
100717,1956-04-16,1,59,vn
121267,1998-01-08,2,17,vn
128713,1959-12-28,2,29,vn
110856,1968-09-22,2,2,vn
124771,1963-05-01,1,5,vn
125294,2001-07-16,2,37,vn
126136,1987-03-23,1,23,vn
126738,1962-08-07,2,5,vn
119022,1997-02-02,2,13,vn
125972,1956-06-06,2,8,vn
101421,1997-04-05,2,14,vn
119642,1988-08-25,2,21,vn
121996,1997-09-18,2,50,vn
120509,1977-07-01,1,15,vn
121066,1968-06-02,1,49,vn
119897,2003-12-14,2,61,vn
122244,1991-11-27,2,9,vn
107119,1979-01-04,1,31,vn
106975,2001-06-23,1,50,vn
117482,1967-07-10,2,17,vn
126879,1968-03-29,1,48,vn
119067,2005-06-19,2,52,vn
126552,1960-10-12,1,16,vn
103739,2003-03-16,2,59,vn
122115,2006-05-12,1,36,vn
107380,2007-05-09,2,33,vn
119975,1989-03-30,2,8,vn
123698,1957-05-15,1,19,vn
113719,1982-02-13,2,49,vn
129798,1997-06-15,2,30,vn
114123,1956-01-15,1,62,vn
128767,1996-05-03,2,14,vn
128768,1970-01-17,2,53,vn
105942,1987-08-21,1,4,vn
107930,1971-07-28,2,29,vn
110636,1977-03-02,1,2,vn
106184,1987-04-14,1,23,vn
118353,1960-07-19,1,31,vn
106023,1976-07-15,2,54,vn
121824,1954-03-08,2,61,vn
101890,1979-07-28,1,40,vn
111514,1992-05-24,2,20,vn
115341,1998-04-02,2,26,vn
108128,1978-10-23,2,24,vn
120057,1993-09-05,1,28,vn
120210,1954-03-08,2,56,vn
115750,1965-08-05,1,45,vn
112365,1966-02-25,1,21,vn
108227,1990-01-15,1,36,vn
102452,1979-04-29,2,27,vn
124796,1950-06-22,2,25,vn
128881,1986-11-02,2,17,vn
111008,2002-02-25,2,40,vn
128571,2007-09-13,2,13,vn
129466,2001-06-12,1,25,vn
110706,1969-09-30,1,52,vn
128685,1969-05-10,1,27,vn
129263,1976-10-18,2,22,vn
115273,1974-09-05,1,24,vn
101887,1991-08-18,2,25,vn
101399,1982-01-06,1,20,vn
101123,1989-04-07,2,41,vn
118028,1957-09-15,1,5,vn
115003,1968-07-14,2,53,vn
117044,1994-11-17,2,56,vn
122843,1998-04-25,1,46,vn
114660,1974-03-16,1,48,vn
101745,1999-03-12,2,29,vn
101089,2003-07-09,2,56,vn
115148,1976-05-02,1,2,vn
126873,1957-04-04,2,44,vn
104465,1981-02-06,2,21,vn
106946,1994-12-19,2,21,vn
100530,1991-09-17,1,39,vn
125306,1969-02-01,1,62,vn
112846,2005-05-08,2,6,vn
111293,1952-02-06,1,59,vn
118654,1999-12-13,2,43,vn
115094,2010-11-30,2,15,vn
111717,1971-03-29,1,39,vn
112220,1988-09-08,1,57,vn
103636,1969-01-01,2,25,vn
125319,1951-10-11,1,35,vn
103138,1959-12-05,2,2,vn
103127,1975-06-25,2,40,vn
113412,1996-10-02,1,52,vn
102413,1980-06-15,1,26,vn
107946,1957-06-18,2,3,vn
103376,1958-01-18,2,46,vn
100936,1978-06-14,1,40,vn
103090,1951-09-05,2,19,vn
129050,1964-10-12,1,3,vn
109735,1964-09-12,2,23,vn
105902,1990-11-16,2,52,vn
103794,1985-07-01,2,44,vn
103391,2000-03-23,1,42,vn
126397,1966-05-21,1,57,vn
104868,1984-07-27,1,51,vn
123363,1971-02-07,1,20,vn
116648,1985-12-24,1,21,vn
123952,1992-10-31,1,61,vn
117865,1968-01-21,2,40,vn
110590,1999-05-04,2,16,vn
114425,1956-02-19,1,44,vn
107565,1997-11-07,2,9,vn
110170,1955-09-15,1,25,vn
118489,2000-04-09,1,25,vn
118234,1967-04-12,1,7,vn
116293,1962-12-23,2,25,vn
107621,1973-01-28,2,28,vn
106931,1957-05-17,1,53,vn
129175,2004-01-01,2,1,vn
109466,1963-01-13,1,21,vn
129151,1998-11-08,2,45,vn
108407,1962-03-20,1,11,vn
115217,1986-08-24,1,28,vn
110054,1957-05-02,1,25,vn
101159,1980-07-09,2,42,vn
113177,1983-02-22,2,54,vn
101058,1959-08-24,2,61,vn
102676,2003-04-09,2,37,vn
121369,2006-02-04,1,40,vn
114495,2003-01-16,2,19,vn
127879,1990-10-06,2,6,vn
124475,1978-07-27,1,7,vn
101623,1953-04-18,1,63,vn
124865,1970-02-24,1,27,vn
127937,1966-02-06,1,24,vn
109082,1970-07-30,1,41,vn
126530,1994-08-06,2,58,vn
125677,1958-07-28,2,56,vn
112856,2002-11-01,2,17,vn
128437,1965-11-09,2,47,vn
116571,1970-11-22,1,34,vn
110120,1985-06-22,1,59,vn
126952,1951-05-29,1,21,vn
113427,2004-02-22,1,43,vn
123862,2006-03-05,2,28,vn
124895,1966-01-16,1,11,vn
127894,1994-06-17,2,18,vn
102994,1986-07-16,1,62,vn
122467,2000-01-08,2,58,vn
105931,1968-12-15,1,14,vn
110381,1995-08-27,2,11,vn
125407,1951-10-07,2,46,vn
102158,1983-05-16,1,17,vn
118221,1981-01-31,2,20,vn
110927,1986-11-08,1,16,vn
120292,2008-06-13,1,13,vn
122855,1953-08-17,2,63,vn
120451,2000-07-13,1,23,vn
128356,2009-07-26,2,38,vn
105455,1964-10-05,1,22,vn
120830,1965-02-11,2,55,vn
104415,1965-03-27,2,46,vn
114105,1982-06-20,1,10,vn
124840,2002-11-21,2,49,vn
126887,1971-09-12,2,51,vn
125589,1954-01-29,2,16,vn
108454,2010-07-11,2,43,vn
118154,1987-11-20,1,55,vn
102841,1969-10-28,2,33,vn
118677,1956-01-02,2,3,vn
128431,1998-03-17,1,23,vn
123786,1986-03-08,1,13,vn
108471,2001-03-28,1,53,vn
113869,1993-08-06,2,35,vn
100761,1961-08-21,2,57,vn
102674,1959-12-11,1,57,vn
112272,1955-12-11,2,61,vn
105137,1976-01-03,1,24,vn
107045,1987-03-21,2,26,vn
122712,1990-08-31,1,63,vn
114399,1966-06-20,2,11,vn
101554,1991-03-22,2,13,vn
122650,1998-08-08,2,51,vn
119989,1982-05-28,2,25,vn
105725,1971-01-11,2,52,vn
107506,1979-03-12,1,51,vn
121764,1981-12-02,2,26,vn
102044,1975-07-08,2,41,vn
105176,1989-08-25,2,28,vn
120068,2010-08-18,2,59,vn
122240,1964-03-05,2,6,vn
113970,2002-05-26,2,52,vn
102206,1986-11-04,2,50,vn
106225,1959-06-21,1,56,vn
112205,1997-04-20,1,54,vn
117927,2002-09-27,1,9,vn
128057,1952-03-15,1,39,vn
101250,2000-01-12,1,42,vn
104165,1998-05-05,1,19,vn
101294,1974-01-06,1,32,vn
125607,2002-04-21,1,37,vn
104800,1966-11-11,2,62,vn
110482,1984-05-26,2,2,vn
122262,1987-11-11,1,62,vn
121796,1961-11-01,2,33,vn
112857,2000-08-11,1,44,vn
110666,2003-03-12,2,32,vn
113927,1978-10-27,1,63,vn
122477,1960-06-17,1,23,vn
101657,1957-01-01,1,62,vn
101237,1960-06-20,1,50,vn
110107,2001-09-05,2,62,vn
103530,1989-03-04,1,28,vn
104806,2001-03-28,1,4,vn
113915,1963-06-14,1,17,vn
129457,1951-04-27,2,6,vn
128772,2007-03-16,1,35,vn
111564,1975-04-09,2,41,vn
101253,1986-10-19,1,37,vn
104621,1995-04-30,2,48,vn
121100,1991-10-27,1,62,vn
106754,1956-04-02,1,58,vn
112067,1975-08-06,1,26,vn
100351,1964-02-15,2,58,vn
121128,2008-06-23,1,44,vn
102641,1957-04-22,1,42,vn
105832,1960-08-30,1,62,vn
100399,1954-07-28,2,42,vn
115272,2008-10-31,1,26,vn
108789,2001-03-19,2,3,vn
119128,1950-10-14,2,55,vn
110517,1989-09-02,2,60,vn
103495,1981-11-01,1,30,vn
127866,1968-09-13,2,25,vn
106443,1971-02-19,1,50,vn
110826,1976-12-12,2,49,vn
105238,1972-04-14,1,8,vn
113176,1977-01-30,2,53,vn
109484,2000-12-10,1,32,vn
115466,1996-10-27,1,62,vn
106716,2003-06-01,2,49,vn
118744,1992-09-24,2,27,vn
127167,2010-05-26,2,58,vn
119728,1992-05-20,1,61,vn
112398,1956-01-31,2,15,vn
126989,1984-01-31,1,9,vn
127137,1989-02-18,2,41,vn
101713,1955-03-09,2,22,vn
124346,1976-03-15,1,52,vn
120158,1965-03-12,2,16,vn
